AX,AY,AZ,CO2,Temp,Hum,Tim,File
-1.045,0.033,0.207,,,,,
-0.859,0.051,0.338,,,,,
-0.723,0.109,-0.014,,,,,
-0.973,0.074,0.41,,,,,
-1.113,0.068,0.367,,,,,
-1.283,0.025,0.467,,,,,
-0.877,-0.033,0.117,,,,,
-0.982,0.115,0.115,,,,,
-0.996,0.184,0.166,,,,,
-1.234,0.082,0.504,,,,,
-0.973,0.092,0.418,,,,,
-1.031,0.039,0.201,,,,,
-0.986,0.01,0.146,,,,,
-0.83,0.143,-0.002,,,,,
-1.059,0.041,0.352,,,,,
-0.912,0.178,0.393,,,,,
-0.803,0.055,-0.031,2551,41.7,23.6,582281,2
-1.004,0,0.512,,,,,
-0.762,0.102,-0.16,,,,,
-1.336,0.057,0.795,,,,,
-0.963,0.057,0.133,,,,,
-1.029,0,0.227,,,,,
-0.734,0.023,-0.174,,,,,
-1.15,0.084,0.307,,,,,
-1.279,-0.01,0.559,,,,,
-1.131,-0.008,0.572,,,,,
-1.004,0.092,0.238,,,,,
-0.957,0.014,0.201,,,,,
-1.076,0.094,0.246,,,,,
-0.973,0.053,0.23,,,,,
-1.084,0.107,0.23,,,,,
-0.885,0.146,0.189,,,,,
-1.162,-0.016,0.572,,,,,
-1.016,0.111,0.258,,,,,
-1,0.062,0.199,2551,41.7,23.6,582457,2
-0.965,0.062,0.055,,,,,
-1.062,0.119,-0.041,,,,,
-1.328,-0.029,0.367,,,,,
-0.9,-0.029,-0.031,,,,,
-0.895,0,0.025,,,,,
-1.07,0.086,0.291,,,,,
-0.859,0.049,0.072,,,,,
-1.127,0.102,0.572,,,,,
-1.213,0.027,0.365,,,,,
-1.143,-0.045,0.404,,,,,
-0.994,-0.014,0.359,,,,,
-1.012,-0.049,0.057,,,,,
-0.939,0.006,0.236,,,,,
-0.727,-0.064,0.1,,,,,
-0.994,-0.057,0.275,,,,,
-1.094,0.029,0.586,,,,,
-1.355,0.039,0.682,,,,,
-0.971,0.041,0.336,2308,41.5,23.2,582668,2
-0.596,0.029,-0.24,,,,,
-0.975,0.105,0.145,,,,,
-1.164,0.012,0.336,,,,,
-1.207,-0.035,0.43,,,,,
-0.744,0.023,-0.086,,,,,
-0.777,0.125,0.15,,,,,
-0.926,0.17,0.238,,,,,
-1.318,0.055,0.471,,,,,
-0.93,-0.023,0.111,,,,,
-0.652,-0.074,-0.332,,,,,
-0.932,0.047,0.223,,,,,
-1.092,0.027,0.219,,,,,
-1.256,-0.057,0.607,,,,,
-0.588,0.006,0.025,,,,,
-0.834,-0.057,-0.045,,,,,
-0.879,-0.023,0.109,,,,,
-0.938,0.016,0.176,,,,,
-0.994,-0.023,0.521,2308,41.5,23.2,582843,2
-0.809,0.01,0.082,,,,,
-0.996,-0.025,0.539,,,,,
-1.039,0.07,0.127,,,,,
-1.092,-0.051,0.314,,,,,
-0.934,-0.066,0.049,,,,,
-0.926,-0.084,-0.111,,,,,
-0.961,-0.07,0.111,,,,,
-1.043,-0.092,0.277,,,,,
-1.195,0.066,0.641,,,,,
-1.268,0.059,0.564,,,,,
-1.059,-0.092,0.277,,,,,
-0.793,-0.078,-0.17,,,,,
-0.953,-0.043,-0.26,,,,,
-1.184,0.035,0.338,,,,,
-1.236,-0.018,0.555,,,,,
-1.018,-0.035,0.404,,,,,
-0.742,-0.035,0.076,,,,,
-1.088,-0.049,0.35,2308,41.5,23.2,583019,2
-1.092,0.037,-0.027,,,,,
-1.236,-0.023,0.314,,,,,
-0.699,0.029,-0.271,,,,,
-0.732,-0.033,-0.176,,,,,
-0.906,0.062,0.359,,,,,
-1.117,-0.02,0.23,,,,,
-1.182,0.035,0.645,,,,,
-0.738,-0.016,-0.318,,,,,
-1.125,0.041,0.412,,,,,
-0.939,-0.018,-0.199,,,,,
-1.215,-0.041,0.49,,,,,
-0.936,0.111,0.039,,,,,
-1.109,-0.113,0.381,,,,,
-1.168,0.016,0.438,,,,,
-0.998,-0.133,0.092,,,,,
-1.102,-0.191,0.186,,,,,
-1.076,-0.064,0.066,,,,,
-1.227,-0.043,0.367,2308,41.5,23.2,583195,2
-1.131,0.035,0.346,,,,,
-0.672,-0.068,-0.281,,,,,
-0.871,-0.125,-0.125,,,,,
-1.049,0.027,0.133,,,,,
-1.586,-0.053,0.508,,,,,
-1.062,-0.066,0.379,,,,,
-0.643,-0.148,-0.289,,,,,
-1.082,0.01,0.291,,,,,
-0.973,0.037,0.088,,,,,
-1.523,-0.053,0.676,,,,,
-0.914,-0.027,0.008,,,,,
-0.861,-0.078,-0.045,,,,,
-1.15,0.037,0.381,,,,,
-0.953,-0.072,0.098,,,,,
-1.051,-0.156,0.172,,,,,
-0.797,0.021,-0.012,,,,,
-1.262,0.021,0.371,,,,,
-1.158,0,0.51,2308,41.5,23.2,583371,2
-1.127,0.035,0.352,,,,,
-0.863,-0.025,0.082,,,,,
-1.057,0.148,0.154,,,,,
-1.037,0.096,0.232,,,,,
-1.02,0.084,0.07,,,,,
-1.17,0.086,0.09,,,,,
-0.908,-0.09,-0.078,,,,,
-0.715,0.031,-0.344,,,,,
-1.115,-0.072,0.061,,,,,
-1.281,-0.057,0.436,,,,,
-1.146,-0.002,0.256,,,,,
-1.162,-0.088,0.232,,,,,
-0.465,-0.07,-0.75,,,,,
-1.002,-0.043,-0.078,,,,,
-1.139,0.061,0.129,,,,,
-1.217,-0.096,0.232,,,,,
-1.209,0.008,0.285,,,,,
-0.748,-0.1,-0.25,2308,41.5,23.2,583546,2
-1.047,-0.066,-0.119,,,,,
-1,0.109,-0.018,,,,,
-1.164,-0.074,0.207,,,,,
-0.906,-0.107,0.057,,,,,
-0.854,-0.104,-0.062,,,,,
-1.092,-0.166,0.016,,,,,
-0.914,-0.088,0.076,,,,,
-1.256,0.076,0.158,,,,,
-1.191,0.045,0.316,,,,,
-0.613,-0.086,-0.24,,,,,
-0.998,-0.014,-0.137,,,,,
-0.904,-0.031,0.055,,,,,
-1.146,0.064,0.221,,,,,
-0.986,0.029,0.076,,,,,
-0.891,-0.117,0.141,,,,,
-0.646,-0.057,-0.189,,,,,
-0.967,0.049,0.234,,,,,
-1.186,0.023,0.205,2308,41.5,23.2,583722,2
-0.963,0.135,0.131,,,,,
-0.809,0.037,-0.23,,,,,
-0.844,-0.033,-0.168,,,,,
-0.98,0.023,0.117,,,,,
-1.074,-0.002,0.139,,,,,
-1.193,0,0.391,,,,,
-0.898,-0.047,-0.023,,,,,
-0.852,-0.057,0.043,,,,,
-0.979,-0.023,-0.193,,,,,
-1.133,-0.143,0.053,,,,,
-0.945,-0.125,-0.076,,,,,
-0.955,0.055,0.131,,,,,
-0.982,-0.002,0.189,,,,,
-1.246,-0.002,0.268,,,,,
-0.969,-0.066,0.17,,,,,
-0.871,-0.178,-0.293,,,,,
-0.812,-0.281,-0.229,,,,,
-0.861,-0.104,-0.166,2308,41.5,23.2,583898,2
-1.289,-0.057,0.311,,,,,
-1.119,-0.016,0.395,,,,,
-1.006,-0.168,0.045,,,,,
-0.807,-0.072,-0.096,,,,,
-1.082,0.041,-0.191,,,,,
-1.373,-0.035,0.209,,,,,
-1.127,0.006,0.1,,,,,
-0.955,-0.164,-0.139,,,,,
-0.811,0.035,-0.072,,,,,
-0.98,-0.018,-0.17,,,,,
-1.355,0,0.342,,,,,
-0.93,-0.07,-0.057,,,,,
-1.08,-0.035,0.068,,,,,
-0.986,0.068,-0.23,,,,,
-1.203,-0.076,0.09,,,,,
-0.971,0.055,0.076,,,,,
-0.926,-0.156,-0.166,,,,,
-1.035,-0.139,0.277,2308,41.5,23.2,584074,2
-0.994,-0.033,-0.328,,,,,
-1.164,-0.156,0.418,,,,,
-0.889,0.057,-0.035,,,,,
-1.125,-0.105,0.291,,,,,
-0.947,-0.146,0.203,,,,,
-0.891,-0.232,-0.066,,,,,
-0.939,-0.154,0.035,,,,,
-0.73,0.016,-0.336,,,,,
-1.104,-0.189,0.025,,,,,
-1.086,-0.152,0.156,,,,,
-0.904,0.016,0.162,,,,,
-1.031,-0.121,0.416,,,,,
-0.924,0.102,0.178,,,,,
-1.225,0.002,-0.051,,,,,
-1.068,-0.021,0.154,,,,,
-0.805,-0.018,-0.295,,,,,
-1.057,-0.182,0.312,,,,,
-0.74,0.02,-0.061,2308,41.5,23.2,584250,2
-1.072,-0.232,0.082,,,,,
-1.119,-0.1,0.424,,,,,
-0.74,-0.1,-0.254,,,,,
-1.256,0,0.605,,,,,
-0.736,0.127,-0.576,,,,,
-1.412,-0.133,0.422,,,,,
-0.848,-0.035,-0.383,,,,,
-1.25,-0.131,0.369,,,,,
-1.076,-0.121,0.1,,,,,
-0.877,-0.064,-0.004,,,,,
-1.111,-0.025,0.061,,,,,
-0.891,-0.143,-0.35,,,,,
-1.012,0.043,0.059,,,,,
-0.691,-0.121,-0.141,,,,,
-0.742,-0.104,0.035,,,,,
-0.84,-0.059,0.25,,,,,
-1.021,-0.008,0.492,,,,,
-0.695,-0.117,-0.09,2308,41.5,23.2,584425,2
-0.604,-0.096,0.08,,,,,
-0.676,-0.021,-0.406,,,,,
-0.998,-0.084,0.514,,,,,
-0.598,0.008,-0.182,,,,,
-0.807,0.014,0.035,,,,,
-0.73,-0.029,0,,,,,
-1.141,0.119,0.166,,,,,
-1.139,-0.023,0.123,,,,,
-1.23,-0.051,0.312,,,,,
-0.768,-0.162,-0.324,,,,,
-1.271,-0.094,0.162,,,,,
-1.037,0.084,-0.268,,,,,
-0.945,-0.158,-0.424,,,,,
-1.15,-0.23,0.006,,,,,
-1.078,-0.227,0.016,,,,,
-1.094,-0.195,0.061,,,,,
-1.209,-0.285,0.129,,,,,
-0.936,-0.246,-0.057,2165,41.5,23.5,584639,2
-0.945,-0.229,-0.047,,,,,
-1.088,-0.236,0.273,,,,,
-0.975,-0.271,0.051,,,,,
-0.961,-0.275,-0.316,,,,,
-0.904,-0.057,-0.1,,,,,
-0.994,-0.15,-0.008,,,,,
-1.08,-0.145,0.342,,,,,
-1.012,-0.021,0.166,,,,,
-1.031,-0.182,0.072,,,,,
-0.875,-0.164,0.223,,,,,
-1.238,-0.221,0.023,,,,,
-0.846,-0.094,0.359,,,,,
-1.355,-0.047,-0.018,,,,,
-1.537,-0.096,0.555,,,,,
-0.662,-0.215,-0.301,,,,,
-1.066,-0.166,-0.1,,,,,
-0.938,-0.057,-0.361,,,,,
-1.398,-0.088,0.205,2165,41.5,23.5,584814,2
-1.316,-0.098,0.352,,,,,
-1.182,-0.072,0.217,,,,,
-0.719,-0.086,-0.047,,,,,
-0.875,-0.139,-0.188,,,,,
-1.207,-0.125,0.197,,,,,
-0.975,-0.139,-0.115,,,,,
-1.307,-0.199,0.426,,,,,
-0.648,-0.016,-0.34,,,,,
-0.961,-0.164,-0.084,,,,,
-1.086,-0.18,-0.062,,,,,
-0.932,-0.152,-0.225,,,,,
-1.135,-0.184,0.213,,,,,
-1.232,0.018,0.18,,,,,
-1.318,-0.143,0.053,,,,,
-1.148,-0.23,0.23,,,,,
-1.164,-0.096,-0.324,,,,,
-1.518,-0.26,-0.057,,,,,
-1.199,-0.215,0.195,2165,41.5,23.5,584990,2
-1.025,-0.314,-0.209,,,,,
-1.057,-0.42,0.336,,,,,
-0.863,-0.129,-0.295,,,,,
-1.348,-0.211,0.066,,,,,
-1.221,-0.15,0.307,,,,,
-1.191,-0.223,-0.074,,,,,
-1.186,-0.441,0.084,,,,,
-0.619,-0.162,-0.377,,,,,
-1.186,-0.266,0.027,,,,,
-1.123,-0.188,0.232,,,,,
-1.068,-0.227,-0.041,,,,,
-1.217,-0.441,0.338,,,,,
-0.508,-0.271,-0.434,,,,,
-0.957,-0.215,0.084,,,,,
-1.027,-0.143,0.156,,,,,
-1.145,-0.225,-0.129,,,,,
-1.283,-0.146,0.15,,,,,
-1.066,-0.09,-0.383,2165,41.5,23.5,585166,2
-1.52,-0.143,0.615,,,,,
-1.23,-0.082,-0.328,,,,,
-1.242,-0.254,-0.053,,,,,
-0.863,-0.125,-0.363,,,,,
-1.104,-0.223,-0.252,,,,,
-1.477,-0.268,0.385,,,,,
-0.93,-0.115,-0.133,,,,,
-0.934,-0.096,0.016,,,,,
-1.219,-0.113,0.244,,,,,
-0.955,-0.309,0.064,,,,,
-0.859,-0.332,0.195,,,,,
-0.844,-0.291,-0.029,,,,,
-0.83,-0.182,0.16,,,,,
-0.877,-0.178,0.084,,,,,
-0.873,-0.146,0.117,,,,,
-0.504,-0.096,-0.227,,,,,
-0.912,-0.191,-0.018,,,,,
-0.891,-0.062,0.148,2165,41.5,23.5,585342,2
-0.926,-0.176,0.148,,,,,
-0.777,-0.125,0.148,,,,,
-0.871,-0.021,-0.205,,,,,
-0.871,-0.186,0.129,,,,,
-1.012,-0.195,0.078,,,,,
-1.059,-0.123,0.014,,,,,
-0.83,-0.066,0.141,,,,,
-1.035,-0.145,0.043,,,,,
-0.861,-0.283,-0.109,,,,,
-0.748,-0.27,-0.207,,,,,
-1.137,-0.234,0.129,,,,,
-1.234,-0.146,0.441,,,,,
-0.969,-0.225,-0.133,,,,,
-1.008,-0.375,0.053,,,,,
-0.803,-0.191,-0.469,,,,,
-1.189,-0.273,0.029,,,,,
-1.176,-0.209,0.201,,,,,
-0.963,-0.232,-0.031,2165,41.5,23.5,585517,2
-1.152,-0.242,0.17,,,,,
-0.912,-0.037,-0.188,,,,,
-1.213,-0.16,0.082,,,,,
-0.881,-0.178,-0.01,,,,,
-0.896,-0.146,-0.09,,,,,
-1.07,-0.207,0.021,,,,,
-1.121,-0.102,0.1,,,,,
-1.332,-0.188,0.209,,,,,
-1.113,-0.17,-0.193,,,,,
-0.924,-0.109,-0.184,,,,,
-1.059,-0.119,-0.252,,,,,
-1.016,-0.078,0.037,,,,,
-1.148,-0.156,-0.053,,,,,
-1.156,-0.168,0.223,,,,,
-1.059,-0.023,-0.217,,,,,
-1.148,-0.168,0.074,,,,,
-1.049,-0.164,-0.105,,,,,
-1.064,-0.234,-0.062,2165,41.5,23.5,585693,2
-0.861,-0.238,0.111,,,,,
-1.145,-0.021,-0.191,,,,,
-1.1,-0.281,0.092,,,,,
-0.955,-0.09,-0.391,,,,,
-1.367,-0.133,0.328,,,,,
-0.926,0,-0.248,,,,,
-1.146,-0.045,-0.238,,,,,
-1.051,-0.301,-0.275,,,,,
-0.928,-0.221,-0.219,,,,,
-1.162,-0.186,-0.242,,,,,
-1.227,0.023,0.219,,,,,
-1.08,0.172,-0.105,,,,,
-1.418,-0.213,0.162,,,,,
-0.816,-0.289,-0.037,,,,,
-0.773,-0.264,-0.463,,,,,
-1.01,-0.115,-0.158,,,,,
-1.186,-0.018,0.361,,,,,
-1.014,-0.154,-0.105,2165,41.5,23.5,585869,2
-0.994,-0.129,-0.057,,,,,
-0.834,-0.021,-0.389,,,,,
-1.287,0.039,0.148,,,,,
-1.16,0.021,0.176,,,,,
-1.074,-0.172,-0.098,,,,,
-0.848,-0.186,-0.336,,,,,
-0.855,-0.117,-0.277,,,,,
-1.271,-0.057,0.076,,,,,
-1.049,-0.135,-0.203,,,,,
-1.062,-0.062,-0.332,,,,,
-0.822,-0.105,-0.018,,,,,
-1.039,-0.029,-0.039,,,,,
-1.418,-0.076,0.344,,,,,
-1.033,-0.121,-0.053,,,,,
-0.859,-0.207,-0.451,,,,,
-0.754,-0.018,-0.271,,,,,
-1.264,-0.131,-0.121,,,,,
-1.301,-0.041,0.039,2165,41.5,23.5,586045,2
-1.02,-0.053,-0.082,,,,,
-1.021,0.119,-0.035,,,,,
-0.867,-0.086,-0.367,,,,,
-1.033,0.131,-0.041,,,,,
-0.959,0.062,-0.375,,,,,
-1.537,-0.012,0.328,,,,,
-0.951,0.035,-0.469,,,,,
-1.008,-0.164,-0.168,,,,,
-0.938,0.17,-0.488,,,,,
-1.266,0.17,-0.094,,,,,
-1.223,0.029,0.092,,,,,
-0.992,0.113,-0.316,,,,,
-1.35,-0.043,0.162,,,,,
-0.986,-0.031,-0.193,,,,,
-1.199,-0.234,0.094,,,,,
-0.998,-0.051,-0.223,,,,,
-1.203,0.025,-0.055,,,,,
-1.131,-0.146,0.043,2165,41.5,23.5,586221,2
-0.885,0.072,-0.4,,,,,
-1.119,-0.176,0.02,,,,,
-0.779,-0.26,-0.295,,,,,
-0.965,-0.092,-0.006,,,,,
-1.266,-0.055,-0.033,,,,,
-1.094,-0.109,0.104,,,,,
-1.131,-0.176,0.141,,,,,
-0.848,0.072,-0.449,,,,,
-1.146,0.057,0.098,,,,,
-1.277,-0.023,-0.045,,,,,
-1.074,-0.037,0.105,,,,,
-1.113,-0.012,0.008,,,,,
-0.865,0.197,-0.484,,,,,
-0.77,-0.057,-0.088,,,,,
-0.961,0.102,-0.369,,,,,
-1.023,0.238,0.043,,,,,
-1.221,-0.006,0.271,,,,,
-0.713,0.209,-0.678,2165,41.5,23.5,586396,2
-0.828,0.008,-0.094,,,,,
-1.191,0.123,-0.156,,,,,
-0.852,0.156,-0.27,,,,,
-1.102,-0.043,0.23,,,,,
-0.771,0.283,-0.438,,,,,
-1.092,0.098,-0.021,,,,,
-1.096,-0.053,-0.018,,,,,
-0.742,0.062,-0.318,,,,,
-1.152,-0.051,0.16,,,,,
-0.971,-0.074,-0.43,,,,,
-1.176,-0.104,0.084,,,,,
-0.883,0.1,-0.521,,,,,
-1.15,0.059,0.184,,,,,
-0.959,0,-0.33,,,,,
-1.166,0.061,-0.043,,,,,
-0.746,-0.012,-0.539,,,,,
-1.344,-0.08,0.373,,,,,
-0.984,0.145,-0.709,1865,41.8,23.7,586610,2
-1.057,-0.23,0.381,,,,,
-0.969,-0.012,-0.576,,,,,
-1,-0.115,0.064,,,,,
-1.092,0.102,-0.227,,,,,
-0.852,0.209,-0.078,,,,,
-1.316,-0.076,0.541,,,,,
-0.906,0.186,-0.467,,,,,
-1.107,-0.08,0.174,,,,,
-1.26,0.076,-0.24,,,,,
-0.852,0.188,-0.482,,,,,
-1.285,-0.094,0.283,,,,,
-0.809,0.236,-0.148,,,,,
-0.873,0.018,-0.186,,,,,
-1.039,-0.264,-0.064,,,,,
-0.498,-0.057,-0.697,,,,,
-1.258,-0.045,0.174,,,,,
-0.955,0.047,-0.133,,,,,
-0.91,0.033,0.076,1865,41.8,23.7,586786,2
-0.861,0.01,-0.004,,,,,
-0.85,0.15,-0.131,,,,,
-1.098,-0.043,0.203,,,,,
-0.865,0.08,-0.24,,,,,
-0.967,0.174,0.059,,,,,
-1.025,0.139,0.148,,,,,
-1.209,0.117,0.277,,,,,
-0.945,0.166,0.031,,,,,
-0.721,0.209,-0.176,,,,,
-1.127,0.18,-0.242,,,,,
-1.395,0.123,0.498,,,,,
-0.961,0.141,-0.342,,,,,
-0.801,0.1,-0.139,,,,,
-1.213,0.309,-0.131,,,,,
-1.355,0.176,0.033,,,,,
-1.236,0.156,0.043,,,,,
-0.881,0.17,-0.531,,,,,
-0.889,-0.016,-0.523,1865,41.8,23.7,586961,2
-1.193,0.219,-0.225,,,,,
-1.344,0.146,-0.035,,,,,
-1.414,0.117,0.383,,,,,
-0.936,0.096,-0.621,,,,,
-1.025,-0.02,0.168,,,,,
-0.643,0.221,-0.285,,,,,
-0.572,0.148,-0.439,,,,,
-0.984,0.131,0.012,,,,,
-0.945,0.178,-0.266,,,,,
-0.85,0.295,0.006,,,,,
-0.494,0.248,-0.627,,,,,
-1.17,0.088,0.076,,,,,
-1.016,0.162,0.021,,,,,
-0.984,0.148,-0.037,,,,,
-0.609,0.293,-0.395,,,,,
-0.848,0.219,-0.105,,,,,
-1.18,-0.021,0.51,,,,,
-0.619,0.283,-0.348,1865,41.8,23.7,587137,2
-1.125,0.094,0.018,,,,,
-1.057,0.387,0.002,,,,,
-0.99,0.25,-0.469,,,,,
-1.398,0.125,0.299,,,,,
-0.889,0.064,-0.801,,,,,
-1.525,0.197,0.422,,,,,
-1.311,0.236,-0.111,,,,,
-1.508,0.191,-0.066,,,,,
-0.791,0.08,-0.434,,,,,
-1.113,0.092,-0.375,,,,,
-1.402,0.09,0.102,,,,,
-1.221,0.139,-0.279,,,,,
-1.004,0.045,-0.229,,,,,
-0.648,0.113,-0.744,,,,,
-1.346,0.133,-0.045,,,,,
-1.365,0.123,0.201,,,,,
-0.936,0.059,-0.588,,,,,
-1.01,-0.076,-0.078,1865,41.8,23.7,587313,2
-1.016,0.158,-0.242,,,,,
-1.324,0.15,0.529,,,,,
-1.201,0.041,-0.207,,,,,
-0.961,-0.066,-0.209,,,,,
-0.881,0.078,-0.676,,,,,
-1.057,0.238,-0.154,,,,,
-1.297,0.238,0.145,,,,,
-1.182,0.223,0.33,,,,,
-0.836,0.023,-0.414,,,,,
-0.863,0.084,-0.088,,,,,
-0.727,0.094,-0.611,,,,,
-1.143,0.033,0.062,,,,,
-0.932,0.238,-0.004,,,,,
-1.059,0.166,0.107,,,,,
-1.025,0.156,0.119,,,,,
-0.686,0.045,-0.572,,,,,
-1.211,-0.072,-0.033,,,,,
-0.936,0.197,-0.457,1865,41.8,23.7,587489,2
-1.096,-0.021,-0.215,,,,,
-0.988,0.211,0.113,,,,,
-1.031,0.25,-0.377,,,,,
-1.354,0.078,0.355,,,,,
-0.891,0.174,-0.367,,,,,
-1.139,0.131,-0.184,,,,,
-0.957,0.104,-0.271,,,,,
-1.16,0.045,-0.33,,,,,
-1.324,-0.07,0.201,,,,,
-1.207,-0.049,-0.111,,,,,
-0.988,-0.08,0.268,,,,,
-0.832,0.244,-0.135,,,,,
-1.109,0.158,-0.07,,,,,
-0.855,0.172,-0.129,,,,,
-0.998,0.09,-0.217,,,,,
-0.785,-0.014,-0.195,,,,,
-0.512,-0.006,-0.623,,,,,
-1.145,-0.027,0.479,1865,41.8,23.7,587664,2
-1.07,0.289,0.039,,,,,
-1.113,0.1,0.721,,,,,
-0.754,0.102,-0.467,,,,,
-0.783,0.236,-0.211,,,,,
-1.451,0.24,0.016,,,,,
-1.314,0.166,0.002,,,,,
-1.068,-0.076,-0.279,,,,,
-0.486,-0.092,-0.523,,,,,
-0.955,0.041,-0.199,,,,,
-1.66,0.217,0.234,,,,,
-1.525,0.266,0.318,,,,,
-1.166,0.303,-0.133,,,,,
-0.615,0.049,-0.488,,,,,
-1.066,0.062,-0.355,,,,,
-1.055,0.215,-0.398,,,,,
-1.377,0.133,0.17,,,,,
-1.084,0.18,-0.041,,,,,
-1.018,0.158,0.016,1865,41.8,23.7,587840,2
-1.281,0.146,-0.232,,,,,
-0.764,0.295,-0.672,,,,,
-1.154,0.129,0.156,,,,,
-0.908,0.111,-0.295,,,,,
-0.854,-0.145,-0.213,,,,,
-0.988,-0.102,-0.146,,,,,
-0.742,0.168,-0.48,,,,,
-1.277,0.15,0.289,,,,,
-0.857,0.273,0.242,,,,,
-0.912,-0.07,-0.021,,,,,
-0.709,0.039,-0.053,,,,,
-0.674,0.098,-0.549,,,,,
-1.236,0.113,0.342,,,,,
-0.939,0.248,0.053,,,,,
-1.281,-0.006,0.049,,,,,
-1.049,0.078,-0.088,,,,,
-1.029,-0.051,0.053,,,,,
-0.738,-0.082,-0.139,1865,41.8,23.7,588016,2
-1.113,-0.025,0.014,,,,,
-1.242,0.045,0.246,,,,,
-0.951,0.199,-0.166,,,,,
-0.893,0.252,-0.064,,,,,
-0.811,0.111,-0.23,,,,,
-0.889,0.107,0.082,,,,,
-1.072,0.064,-0.188,,,,,
-0.92,0.066,0.051,,,,,
-1.023,0.195,0.084,,,,,
-1.035,0.023,0.225,,,,,
-0.904,0.09,0.047,,,,,
-1.021,0.049,-0.281,,,,,
-1.18,0.115,-0.141,,,,,
-0.818,0.176,-0.309,,,,,
-1.246,0.16,-0.092,,,,,
-0.924,0.367,0.061,,,,,
-1.213,0.092,0.254,,,,,
-1.293,0.033,-0.102,1865,41.8,23.7,588192,2
-0.855,-0.041,-0.15,,,,,
-1.244,-0.002,-0.141,,,,,
-1.162,0.143,0.186,,,,,
-1.365,0.02,0.137,,,,,
-1.252,-0.025,0.133,,,,,
-0.9,0.059,-0.469,,,,,
-1.279,0.062,-0.008,,,,,
-1.281,0.201,-0.047,,,,,
-1.113,0.084,0.01,,,,,
-0.771,-0.061,-0.279,,,,,
-1.008,0.125,-0.162,,,,,
-1.494,-0.01,0.182,,,,,
-1.246,0.092,0.324,,,,,
-0.924,0.043,-0.346,,,,,
-1.029,0.199,-0.121,,,,,
-1.146,0.217,0.049,,,,,
-1.434,0.109,0.42,,,,,
-0.869,0.119,-0.23,1865,41.8,23.7,588368,2
-1.041,0.037,0.301,,,,,
-0.838,0.207,-0.391,,,,,
-1.125,0.107,0.246,,,,,
-0.893,0.223,-0.227,,,,,
-0.914,0.17,-0.086,,,,,
-1.051,0.07,0.172,,,,,
-0.902,0.143,-0.27,,,,,
-1.035,0.105,0.066,,,,,
-1.061,0.184,-0.105,,,,,
-0.971,0.109,-0.062,,,,,
-1.096,0.021,-0.055,,,,,
-0.783,-0.01,-0.16,,,,,
-1.027,0.035,-0.135,,,,,
-1.045,0.193,0.057,,,,,
-1.25,0.115,0.119,,,,,
-0.867,0.014,-0.135,,,,,
-0.799,0.211,-0.363,,,,,
-1.061,0.229,-0.119,2916,42.1,23.7,588580,2
-1.086,0.037,-0.041,,,,,
-0.938,0.18,-0.186,,,,,
-0.762,0.197,-0.082,,,,,
-1.07,0.129,0.119,,,,,
-0.754,0.029,-0.225,,,,,
-0.891,0.004,0.055,,,,,
-0.832,0.08,-0.148,,,,,
-0.885,0.094,0.234,,,,,
-1.014,0.078,0.1,,,,,
-0.662,0.082,-0.215,,,,,
-0.795,0.033,-0.262,,,,,
-0.941,0.172,-0.1,,,,,
-1.029,0.082,0.344,,,,,
-0.986,0.127,0.029,,,,,
-0.754,0.121,-0.205,,,,,
-0.857,0.1,-0.076,,,,,
-0.863,0.162,-0.275,,,,,
-1.037,0.057,0.189,2916,42.1,23.7,588755,2
-0.838,0.094,-0.146,,,,,
-1.057,0.051,-0.076,,,,,
-1.072,0.051,0.111,,,,,
-0.928,0.115,-0.059,,,,,
-0.867,0.123,0.006,,,,,
-1.045,0.094,-0.205,,,,,
-0.867,0.029,-0.191,,,,,
-0.959,0.1,-0.043,,,,,
-1.139,0.004,0.018,,,,,
-1.062,-0.023,0.109,,,,,
-0.828,0.131,-0.266,,,,,
-0.803,0.215,0.119,,,,,
-1.064,0.193,0.061,,,,,
-1.258,0.121,0.285,,,,,
-0.641,0.166,-0.146,,,,,
-0.586,0.16,-0.463,,,,,
-1.029,0.006,0.092,,,,,
-1.266,0.123,-0.096,2916,42.1,23.7,588931,2
-0.881,-0.049,-0.129,,,,,
-0.982,0.047,-0.16,,,,,
-0.877,0.033,-0.182,,,,,
-1.217,0.031,0.277,,,,,
-0.859,-0.006,-0.25,,,,,
-0.912,0.027,-0.221,,,,,
-1.07,0.145,0.041,,,,,
-1.338,0.07,0.375,,,,,
-0.807,0.014,-0.002,,,,,
-0.848,0.09,-0.211,,,,,
-0.93,-0.002,-0.172,,,,,
-1.041,0.08,0.053,,,,,
-1.055,-0.027,0.094,,,,,
-0.779,0.094,-0.023,,,,,
-0.949,0.121,-0.078,,,,,
-1.238,0.148,0.26,,,,,
-0.977,0.125,0.078,,,,,
-1.051,0.045,0.086,2916,42.1,23.7,589107,2
-0.811,0.154,-0.135,,,,,
-0.957,0.172,-0.029,,,,,
-0.963,0.07,0.107,,,,,
-0.578,0.096,-0.432,,,,,
-0.936,0.1,0.074,,,,,
-0.869,0.074,-0.373,,,,,
-1.029,0.051,0.066,,,,,
-0.92,0.141,0.051,,,,,
-0.973,0.205,0.137,,,,,
-0.684,0.094,0.037,,,,,
-0.676,0.012,-0.305,,,,,
-0.65,-0.047,-0.18,,,,,
-0.93,-0.004,0.088,,,,,
-1.004,0.045,-0.066,,,,,
