AX,AY,AZ,CO2,Temp,Hum,Tim,File
-0.799,0.02,0.168,,,,,
-0.771,0.104,-0.17,,,,,
-0.588,0.18,-0.047,,,,,
-0.867,0.148,0.156,2916,42.1,23.7,589283,2
-0.768,0.037,-0.07,,,,,
-0.717,-0.047,-0.006,,,,,
-0.779,0.025,-0.17,,,,,
-1.113,0.041,0.307,,,,,
-1.012,0.062,0.232,,,,,
-0.869,0.123,0.201,,,,,
-0.73,0.119,-0.305,,,,,
-0.977,0.092,0.148,,,,,
-0.947,0.105,0.094,,,,,
-0.932,0.113,0.082,,,,,
-0.842,0.146,-0.08,,,,,
-1.031,0.219,0.143,,,,,
-0.996,0.102,-0.191,,,,,
-0.967,0.186,0.156,,,,,
-0.967,0.209,-0.172,,,,,
-0.959,0.105,-0.012,,,,,
-0.781,0.117,-0.377,,,,,
-1.074,0.252,-0.031,2916,42.1,23.7,589459,2
-1.113,0.262,-0.184,,,,,
-1.229,0.123,0.068,,,,,
-0.951,0.109,-0.412,,,,,
-0.881,0.137,-0.18,,,,,
-1.018,0.166,-0.143,,,,,
-1.268,0.244,0.197,,,,,
-0.951,0.086,-0.148,,,,,
-0.828,-0.051,-0.293,,,,,
-1.074,0.242,-0.201,,,,,
-1.383,0.16,0.18,,,,,
-0.9,0.256,-0.113,,,,,
-1.186,0.191,0.166,,,,,
-0.957,0.188,0.234,,,,,
-0.461,0.189,-0.596,,,,,
-0.865,0.084,-0.344,,,,,
-1.258,0.287,0.014,,,,,
-1.293,0.148,0.15,,,,,
-1.088,0.158,0.035,2916,42.1,23.7,589634,2
-0.652,0.053,-0.447,,,,,
-1.059,0.107,-0.021,,,,,
-0.996,0.131,-0.232,,,,,
-1.191,0.072,0.049,,,,,
-0.939,0.143,-0.189,,,,,
-1.076,0.115,-0.164,,,,,
-1.203,0.125,0.186,,,,,
-0.992,0.094,-0.1,,,,,
-0.84,0.031,-0.07,,,,,
-0.664,0.17,-0.246,,,,,
-1.256,0.189,0.287,,,,,
-1.17,0.135,0.082,,,,,
-0.801,0.117,-0.232,,,,,
-0.811,0.156,-0.057,,,,,
-0.791,0.258,-0.18,,,,,
-1.109,0.123,0.303,,,,,
-0.93,0.055,-0.059,,,,,
-0.611,0.086,-0.186,2916,42.1,23.7,589810,2
-0.848,0.141,-0.141,,,,,
-1.129,0.201,0.309,,,,,
-1.184,0.113,0.338,,,,,
-1.031,0.09,0.008,,,,,
-0.756,0.213,-0.086,,,,,
-1.033,0.072,0,,,,,
-0.809,0.076,-0.207,,,,,
-0.789,0.018,-0.285,,,,,
-1.113,0.145,0.307,,,,,
-0.963,0.262,-0.033,,,,,
-1.139,0.164,0.158,,,,,
-0.832,0.156,0.053,,,,,
-0.877,0.109,-0.441,,,,,
-1.131,0.164,0.293,,,,,
-1.027,0.271,-0.141,,,,,
-0.961,0.098,-0.074,,,,,
-0.871,0.26,-0.223,,,,,
-1.104,0.232,-0.188,2916,42.1,23.7,589986,2
-1.113,0.164,0.055,,,,,
-0.865,0.225,-0.467,,,,,
-0.871,0.139,-0.205,,,,,
-1.043,0.246,-0.217,,,,,
-1.184,0.277,0.152,,,,,
-1.025,0.189,-0.229,,,,,
-0.916,0.096,-0.258,,,,,
-1.107,0.109,-0.146,,,,,
-1.096,0.135,-0.029,,,,,
-1.088,0.117,-0.088,,,,,
-0.943,0.105,-0.137,,,,,
-0.855,0.141,-0.221,,,,,
-1.012,0.119,-0.053,,,,,
-1.283,0.053,0.213,,,,,
-1.164,0.102,0.021,,,,,
-0.887,0.203,-0.182,,,,,
-0.855,0.109,-0.016,,,,,
-1.225,0.166,0.053,2916,42.1,23.7,590162,2
-1.201,0.107,0.043,,,,,
-0.875,0.145,-0.043,,,,,
-0.711,0.148,-0.508,,,,,
-0.896,0.133,-0.021,,,,,
-0.951,0.184,-0.176,,,,,
-1.074,0.221,0.053,,,,,
-0.779,0.141,-0.193,,,,,
-0.98,0.211,-0.064,,,,,
-0.861,0.172,-0.039,,,,,
-1.113,0.258,-0.02,,,,,
-0.842,0.291,-0.164,,,,,
-0.92,0.039,-0.199,,,,,
-1.119,0.17,-0.064,,,,,
-1.068,0.188,0.037,,,,,
-1.203,0.26,0.264,,,,,
-0.826,0.248,-0.264,,,,,
-1.027,0.127,0.086,,,,,
-0.918,0.191,-0.48,2916,42.1,23.7,590337,2
-1.184,0.088,0.139,,,,,
-1.211,0.176,0.041,,,,,
-0.914,0.131,-0.039,,,,,
-1.111,0.145,-0.004,,,,,
-0.863,0.271,-0.146,,,,,
-1.012,0.105,-0.031,,,,,
-1.078,0.107,-0.109,,,,,
-0.795,0.086,-0.221,,,,,
-0.912,0.145,0.037,,,,,
-0.873,0.24,-0.135,,,,,
-1.148,0.053,0.238,,,,,
-0.871,0.127,-0.232,,,,,
-0.883,-0.033,-0.393,,,,,
-1.068,0.264,0.242,,,,,
-0.707,0.314,-0.174,,,,,
-1.172,0.043,0.258,,,,,
-0.758,0.078,-0.209,,,,,
-1.008,0.154,-0.059,4291,42.5,24.8,590558,2
-0.855,0.205,-0.189,,,,,
-1.016,0.168,0.127,,,,,
-0.969,0.092,-0.164,,,,,
-0.871,0.062,-0.166,,,,,
-0.812,0.129,-0.18,,,,,
-0.877,0.195,-0.1,,,,,
-1.096,0.182,0.279,,,,,
-0.998,0.15,0.102,,,,,
-0.881,0.156,-0.117,,,,,
-0.865,0.207,-0.121,,,,,
-0.92,0.213,-0.229,,,,,
-1.051,0.123,-0.064,,,,,
-0.9,0.209,-0.252,,,,,
-0.66,0.111,-0.283,,,,,
-0.928,0.043,0.154,,,,,
-0.93,0.143,-0.277,,,,,
-1.061,0.148,0.172,,,,,
-0.861,0.188,-0.174,4291,42.5,24.8,590726,2
-0.857,0.059,0.061,,,,,
-0.986,0.055,-0.205,,,,,
-0.82,0.068,-0.088,,,,,
-1.262,0.141,0.059,,,,,
-0.883,0.197,-0.096,,,,,
-1.086,0.07,0.025,,,,,
-0.766,0.189,-0.002,,,,,
-0.895,0.066,-0.588,,,,,
-0.947,0.127,0.326,,,,,
-0.686,0.148,-0.436,,,,,
-1.277,0.076,0.545,,,,,
-0.52,0.229,-0.5,,,,,
-1.109,0.123,-0.008,,,,,
-0.814,0.189,-0.209,,,,,
-0.842,0.215,-0.051,,,,,
-1.035,0.137,0.121,,,,,
-0.789,0.086,-0.064,,,,,
-1.006,0.057,-0.115,4291,42.5,24.8,590902,2
-1.016,0.193,-0.061,,,,,
-1.133,0.26,0.262,,,,,
-0.969,0.156,0.041,,,,,
-0.895,0.145,-0.064,,,,,
-1.045,0.094,-0.193,,,,,
-0.857,0.125,-0.012,,,,,
-0.885,0.025,-0.324,,,,,
-0.812,0.061,-0.148,,,,,
-1.125,0.246,0.023,,,,,
-0.975,0.08,-0.139,,,,,
-1.076,0.172,0.156,,,,,
-0.881,0.148,-0.354,,,,,
-1.119,0.084,0.289,,,,,
-0.854,0.205,-0.326,,,,,
-1.195,0.174,0.115,,,,,
-0.771,0.15,-0.363,,,,,
-0.957,0.139,0.002,,,,,
-1.086,0.125,0,4291,42.5,24.8,591078,2
-1.07,0.146,0.217,,,,,
-1.047,0.18,0.078,,,,,
-0.955,0.18,0.076,,,,,
-1.049,0.059,-0.025,,,,,
-0.979,0.012,-0.252,,,,,
-0.852,0.029,-0.242,,,,,
-1.076,0.131,0.031,,,,,
-1.043,0.105,0.283,,,,,
-1.15,0.115,0.059,,,,,
-0.854,0.035,-0.012,,,,,
-0.928,0.148,-0.26,,,,,
-1.018,0.105,0.1,,,,,
-1.307,0.211,0.248,,,,,
-1.232,0.096,0.117,,,,,
-0.924,0.076,0.049,,,,,
-0.633,0.113,-0.264,,,,,
-1.236,0.135,0.203,,,,,
-0.969,0.176,0.084,4291,42.5,24.8,591253,2
-1.074,0.133,0.039,,,,,
-0.973,0.041,-0.152,,,,,
-0.953,0.162,0.168,,,,,
-1.049,0.205,0.078,,,,,
-1.055,0.275,0.148,,,,,
-0.91,0.084,-0.256,,,,,
-0.895,0.09,-0.211,,,,,
-0.916,0.15,-0.207,,,,,
-1.066,0.166,0.148,,,,,
-0.984,0.205,-0.031,,,,,
-0.955,0.242,-0.027,,,,,
-0.922,0.012,-0.205,,,,,
-1.273,0.184,0.135,,,,,
-1.07,0.123,-0.213,,,,,
-1.053,0.119,0.121,,,,,
-0.803,0.299,-0.512,,,,,
-1.26,0.148,0.227,,,,,
-0.977,0.174,-0.082,4291,42.5,24.8,591429,2
-0.914,0.041,-0.053,,,,,
-0.959,0.141,-0.018,,,,,
-0.752,0.205,-0.1,,,,,
-1.145,0.076,0.266,,,,,
-1.012,0.15,-0.076,,,,,
-1.129,0.092,0.014,,,,,
-0.799,0.146,0.006,,,,,
-0.875,0.164,-0.217,,,,,
-1.113,0.176,0.104,,,,,
-1.016,0.17,0.074,,,,,
-0.91,0.064,-0.068,,,,,
-0.701,0.014,-0.115,,,,,
-0.891,0.119,0.072,,,,,
-1.027,0.178,0.201,,,,,
-0.93,0.154,0.016,,,,,
-0.846,0.086,-0.188,,,,,
-0.965,0.123,-0.018,,,,,
-0.92,0.221,-0.215,4291,42.5,24.8,591605,2
-1.105,0.297,0.307,,,,,
-0.912,0.123,-0.232,,,,,
-0.844,0.156,-0.201,,,,,
-0.705,-0.01,-0.217,,,,,
-1.229,0.129,0.277,,,,,
-1.02,0.129,-0.076,,,,,
-1.002,0.018,0.172,,,,,
-0.844,0.229,-0.227,,,,,
-1.062,0.166,-0.146,,,,,
-1.383,0.053,0.422,,,,,
-1.008,0.16,-0.531,,,,,
-1.012,0.066,-0.055,,,,,
-0.82,0.219,-0.164,,,,,
-1.182,0.105,0.281,,,,,
-1.254,0.074,0.426,,,,,
-0.834,0.08,-0.104,,,,,
-0.797,0.152,-0.242,,,,,
-0.885,0.098,0.107,4291,42.5,24.8,591781,2
-1.189,0.076,0.15,,,,,
-0.939,0.201,0.178,,,,,
-0.898,0.172,-0.23,,,,,
-1.025,0.057,0.35,,,,,
-0.908,0.049,-0.227,,,,,
-0.979,0.01,0.168,,,,,
-0.736,0.133,-0.391,,,,,
-0.939,0.139,-0.107,,,,,
-1.148,0.209,0.352,,,,,
-0.77,0.178,-0.164,,,,,
-0.812,0.125,0.109,,,,,
-0.729,0.076,-0.434,,,,,
-0.924,0.119,-0.086,,,,,
-1.018,0.174,0.043,,,,,
-0.842,0.072,-0.236,,,,,
-0.867,0.205,-0.012,,,,,
-1.143,0.148,-0.117,,,,,
-0.84,0.205,-0.029,4291,42.5,24.8,591956,2
-1.17,0.047,0.297,,,,,
-1.127,0.125,0.412,,,,,
-0.752,0.152,-0.213,,,,,
-1.121,0.123,0.08,,,,,
-0.77,0.105,-0.309,,,,,
-1.389,0.148,-0.033,,,,,
-0.971,0.154,0.154,,,,,
-0.908,0.133,-0.27,,,,,
-0.879,0.246,0.027,,,,,
-1.156,0.201,-0.035,,,,,
-1.055,0.166,0.08,,,,,
-0.967,0.279,0.021,,,,,
-0.941,0.152,0.082,,,,,
-0.959,0.07,-0.178,,,,,
-1.309,0.07,0.057,,,,,
-1.076,0.084,0.158,,,,,
-1.025,0.102,-0.275,,,,,
-1.191,0.129,0.412,4291,42.5,24.8,592132,2
-0.99,0.146,-0.18,,,,,
-1.213,0.123,0.291,,,,,
-0.955,0.145,-0.24,,,,,
-1.115,0.137,-0.113,,,,,
-0.877,0.184,0.162,,,,,
-1.184,0.121,-0.059,,,,,
-0.955,0.113,0.152,,,,,
-0.898,0.154,-0.008,,,,,
-0.885,0.072,-0.199,,,,,
-0.588,0.031,-0.027,,,,,
-1.148,0.146,-0.037,,,,,
-0.984,0.127,0.197,,,,,
-1.021,0.119,-0.104,,,,,
-0.904,0.113,-0.064,,,,,
-0.865,0.213,-0.199,,,,,
-1.01,0.176,0.006,,,,,
-1.068,0.123,0.48,,,,,
-0.908,0.156,-0.396,4291,42.5,24.8,592308,2
-0.865,0.109,0.09,,,,,
-0.77,0.203,-0.264,,,,,
-0.963,0.27,0.078,,,,,
-1.143,0.223,0.295,,,,,
-0.891,0.156,-0.045,,,,,
-0.975,0.188,0.082,,,,,
-0.961,0.201,0.086,,,,,
-0.98,0.133,-0.031,,,,,
-0.98,0.162,-0.041,,,,,
-0.924,0.121,-0.137,,,,,
-1.072,0.102,0,,,,,
-1.012,0.172,-0.055,,,,,
-1.072,0.07,0.137,,,,,
-0.754,0.191,-0.113,,,,,
-0.725,0.17,-0.293,,,,,
-1.191,0.188,0.332,,,,,
-0.867,0.23,-0.17,,,,,
-1.123,0.201,0.045,4291,42.5,24.8,592484,2
-0.91,0.256,0.023,,,,,
-0.939,0.17,-0.246,,,,,
-0.99,0.193,-0.189,,,,,
-1.074,0.188,0.326,,,,,
-0.73,0.307,-0.389,,,,,
-1.139,0.176,0.291,,,,,
-0.932,0.303,0.09,,,,,
-0.979,0.314,0.08,,,,,
-1.064,0.309,0.279,,,,,
-1.012,0.32,-0.045,,,,,
-1.234,0.197,0.154,,,,,
-0.777,0.107,-0.234,,,,,
-1.113,0.121,0.033,,,,,
-1.172,0.283,0.111,,,,,
-1.18,0.283,0.25,,,,,
-0.996,0.174,-0.045,,,,,
-0.82,0.236,-0.236,,,,,
-0.893,0.139,-0.109,5215,43.3,28.9,592697,2
-0.871,0.119,0.01,,,,,
-0.943,0.148,0.078,,,,,
-1.109,0.123,0.129,,,,,
-0.814,0.285,-0.184,,,,,
-0.984,0.186,0.012,,,,,
-1.074,0.197,0.051,,,,,
-1.17,0.225,0.021,,,,,
-1.139,0.295,0.285,,,,,
-0.867,0.369,-0.318,,,,,
-1.037,0.086,-0.129,,,,,
-0.891,0.246,-0.07,,,,,
-0.953,0.234,-0.055,,,,,
-1.041,0.16,0.129,,,,,
-0.754,0.297,-0.188,,,,,
-0.967,0.152,0.104,,,,,
-0.748,0.242,0.025,,,,,
-0.781,0.176,-0.078,,,,,
-0.867,0.205,0.191,5215,43.3,28.9,592873,2
-0.693,0.107,-0.07,,,,,
-1.168,0.008,0.123,,,,,
-0.842,0.154,0.07,,,,,
-0.857,0.092,-0.418,,,,,
-0.926,0.127,0.398,,,,,
-0.842,0.205,-0.156,,,,,
-1.217,0.117,0.797,,,,,
-0.859,0.188,-0.391,,,,,
-0.885,0.066,-0.088,,,,,
-0.99,0.076,-0.248,,,,,
-1.184,0.123,-0.041,,,,,
-1.25,0.25,0.34,,,,,
-1.08,0.189,-0.074,,,,,
-0.883,0.113,0.021,,,,,
-0.756,0.227,-0.344,,,,,
-0.99,0.184,-0.047,,,,,
-1.189,0.285,0.305,,,,,
-0.789,0.266,-0.16,5215,43.3,28.9,593048,2
-1.365,0.141,0.373,,,,,
-0.691,0.295,-0.428,,,,,
-1.162,0.215,0.119,,,,,
-1.143,0.277,0.113,,,,,
-1.105,0.158,0.082,,,,,
-1.076,0.254,0.26,,,,,
-0.891,0.188,-0.305,,,,,
-1.357,0.244,0.301,,,,,
-0.695,0.174,-0.396,,,,,
-1.133,0.16,0.064,,,,,
-0.643,0.26,-0.033,,,,,
-1.16,0.146,0.078,,,,,
-0.715,0.291,0.012,,,,,
-0.666,0.195,-0.324,,,,,
-1.242,0.18,0.367,,,,,
-0.82,0.336,-0.17,,,,,
-1.303,0.158,0.172,,,,,
-0.893,0.203,-0.229,5215,43.3,28.9,593224,2
-1.383,0.256,0.115,,,,,
-1.047,0.217,-0.111,,,,,
-0.979,0.123,0.117,,,,,
-0.965,0.148,-0.131,,,,,
-0.82,0.205,-0.037,,,,,
-0.941,0.135,0.031,,,,,
-0.725,0.236,-0.199,,,,,
-0.99,0.326,0.143,,,,,
-1.244,0.125,0.104,,,,,
-1.146,0.209,-0.162,,,,,
-1.074,0.188,0.035,,,,,
-1.236,0.305,0.318,,,,,
-0.898,0.336,-0.072,,,,,
-0.938,0.102,0.006,,,,,
-0.84,0.381,-0.232,,,,,
-0.789,0.172,-0.211,,,,,
-1.104,-0.027,0.137,,,,,
-0.805,0.232,0.158,5215,43.3,28.9,593400,2
-1.105,0.139,-0.105,,,,,
-0.836,0.244,0.16,,,,,
-0.939,0.221,-0.184,,,,,
-1.162,0.166,0.316,,,,,
-0.881,0.256,-0.283,,,,,
-1.227,0.074,0.219,,,,,
-0.906,0.268,-0.086,,,,,
-0.865,0.135,-0.174,,,,,
-1.061,0.168,0.256,,,,,
-0.887,0.266,-0.217,,,,,
-1.012,0.146,0.188,,,,,
-0.83,0.322,-0.148,,,,,
-0.928,0.232,0.027,,,,,
-0.986,0.148,0.111,,,,,
-0.697,0.236,-0.082,,,,,
-1.113,0.078,0.115,,,,,
-1.041,0.105,0.025,,,,,
-1.018,0.26,0.008,5215,43.3,28.9,593576,2
-1.027,0.162,-0.033,,,,,
-0.963,0.211,0.109,,,,,
-0.936,0.148,-0.053,,,,,
-1.023,0.133,0.107,,,,,
-0.896,0.205,-0.084,,,,,
-0.781,0.115,0.162,,,,,
-0.896,0.154,-0.025,,,,,
-1.016,0.148,0.15,,,,,
-1.021,0.111,0.092,,,,,
-1.043,0.131,-0.059,,,,,
-0.717,0.164,-0.033,,,,,
-0.822,0.252,0.064,,,,,
-1.146,0.178,0.188,,,,,
-0.971,0.17,0.023,,,,,
-0.834,0.154,0.012,,,,,
-0.916,0.283,0.059,,,,,
-0.725,0.184,-0.361,,,,,
-1.008,0.027,0.547,5215,43.3,28.9,593752,2
-0.934,0.174,-0.328,,,,,
-0.785,0.121,0.318,,,,,
-0.771,0.121,-0.061,,,,,
-0.922,0.227,0.232,,,,,
-1.092,0.109,0.281,,,,,
-0.748,0.174,-0.205,,,,,
-0.947,0.188,0.225,,,,,
-0.928,0.209,-0.137,,,,,
-1.07,0.182,0.26,,,,,
-1.025,0.139,0.326,,,,,
-1.021,0.301,0.148,,,,,
-0.752,0.117,-0.004,,,,,
-1.141,0.184,0.039,,,,,
-0.881,0.141,0.021,,,,,
-0.92,0.082,0.066,,,,,
-1.051,0.285,0.07,,,,,
-0.871,0.127,0.008,,,,,
-1.09,0.236,0.096,5215,43.3,28.9,593927,2
-0.848,0.236,-0.066,,,,,
-1.156,0.201,0.238,,,,,
-0.863,0.281,-0.039,,,,,
-1.188,0.113,0.268,,,,,
-1.113,0.168,0.02,,,,,
-0.869,0.15,-0.365,,,,,
-1.115,0.051,-0.01,,,,,
-0.842,0.244,0.027,,,,,
-1,0.143,-0.129,,,,,
-1.217,0.133,0.516,,,,,
-0.76,0.029,-0.553,,,,,
-1.072,0.006,0.416,,,,,
-0.648,0.137,-0.107,,,,,
-1.32,0.152,0.395,,,,,
-0.812,0.02,0.1,,,,,
-0.705,0.057,-0.029,,,,,
-0.98,-0.121,0.025,,,,,
-1.025,0.215,0.072,5215,43.3,28.9,594103,2
-0.996,0.25,-0.15,,,,,
-1.139,0.102,0.527,,,,,
-0.699,0.123,-0.332,,,,,
-1.041,-0.035,0.246,,,,,
-1.127,0.096,-0.17,,,,,
-0.943,0.084,0.262,,,,,
-0.949,0.035,-0.016,,,,,
-0.908,0.174,0.078,,,,,
-0.928,0.01,0.006,,,,,
-1.166,0.092,0.002,,,,,
-0.873,0.174,0.199,,,,,
-1.24,0.123,0.254,,,,,
-0.814,0.258,0.021,,,,,
-1.16,0.139,0.131,,,,,
-0.947,0.041,0.072,,,,,
-0.846,0.143,0.084,,,,,
-1.141,0.092,0.225,,,,,
-0.844,0.227,0.148,5215,43.3,28.9,594279,2
-1.207,0.215,-0.039,,,,,
-1.02,0.201,0.188,,,,,
-1.273,0.189,0.186,,,,,
-1.078,0.158,0.213,,,,,
-0.984,0.027,0.152,,,,,
-0.953,-0.014,0.107,,,,,
-0.814,0.018,-0.02,,,,,
-1.07,0.033,0.23,,,,,
-0.793,0.211,-0.035,,,,,
-0.977,0.041,0.166,,,,,
-0.717,0.055,0.033,,,,,
-0.699,0.123,-0.096,,,,,
-0.906,0.045,0.209,,,,,
-0.768,0.123,0.043,,,,,
-0.826,0.043,-0.016,,,,,
-0.773,0.088,-0.094,,,,,
-0.904,0.111,0.205,,,,,
-1.104,0.229,0.301,5215,43.3,28.9,594455,2
-0.92,0.152,-0.025,,,,,
-0.842,0.066,0.152,,,,,
-0.705,0.074,-0.18,,,,,
-0.957,0.025,0.363,,,,,
-0.842,0.059,0.09,,,,,
-0.973,0.049,0.207,,,,,
-1.094,0.096,0.17,,,,,
-0.822,0.125,-0.1,,,,,
-1.113,0.111,0.062,,,,,
-0.947,0.123,-0.061,,,,,
-1.262,0.178,0.154,,,,,
-1.1,0.221,-0.064,,,,,
-0.998,0.027,0.227,,,,,
-1.027,0.027,-0.246,,,,,
-1.051,0.018,0.152,,,,,
-1.104,-0.01,0.307,,,,,
-1.102,0.035,0.131,,,,,
-0.896,0.051,0.178,5335,44.1,30.1,594667,2
-0.863,-0.018,-0.197,,,,,
-0.996,-0.012,0.301,,,,,
-0.994,0.08,-0.002,,,,,
-1.062,0.088,0.135,,,,,
-1.123,0.211,0.141,,,,,
-0.936,0.15,-0.037,,,,,
-1.016,0.1,0.168,,,,,
-0.861,0.102,-0.193,,,,,
-1.119,0.021,0.189,,,,,
-0.811,0.09,0.143,,,,,
-0.955,-0.051,0.145,,,,,
-0.861,0,0.311,,,,,
-0.682,0.072,-0.209,,,,,
-1.258,-0.002,0.367,,,,,
-0.807,0.123,0.016,,,,,
-0.955,0.006,0.309,,,,,
-0.834,0.029,-0.006,,,,,
-0.887,0.072,0.197,5335,44.1,30.1,594843,2
-1.082,0.041,0.109,,,,,
-0.998,0.055,0.047,,,,,
-0.873,0.016,0.109,,,,,
-0.912,0.072,0.025,,,,,
-0.943,0.078,0.184,,,,,
-0.99,0.092,-0.035,,,,,
-1.023,-0.004,0.188,,,,,
-1.01,0.17,0.006,,,,,
-0.848,0.064,0.02,,,,,
-1.02,0.105,0.242,,,,,
-0.906,0.098,-0.104,,,,,
-1.068,0.033,0.285,,,,,
-0.992,0.057,-0.08,,,,,
-0.996,-0.012,0.264,,,,,
-0.92,0.012,-0.072,,,,,
-1.137,0.08,0.117,,,,,
-0.988,0.113,0.111,,,,,
-0.984,0.152,-0.018,5335,44.1,30.1,595018,2
-1.002,0.084,-0.027,,,,,
-1.02,0.121,0.162,,,,,
-1.062,0.082,-0.064,,,,,
-1.117,-0.021,0.215,,,,,
-0.951,0.062,-0.008,,,,,
-1.078,0.031,0.105,,,,,
-1.146,0.156,0.07,,,,,
-0.877,0.188,-0.195,,,,,
-1.113,0.07,0.271,,,,,
-0.934,0.148,-0.057,,,,,
-1.1,-0.012,0.318,,,,,
-1.064,0.01,0.258,,,,,
-0.971,0,-0.1,,,,,
-1.109,-0.008,0.111,,,,,
-0.885,0.113,-0.191,,,,,
-1.145,0.037,0.309,,,,,
-0.877,0.125,-0.08,,,,,
-1.051,0.066,0.246,5335,44.1,30.1,595194,2
-1.113,-0.031,-0.086,,,,,
-0.703,-0.092,-0.135,,,,,
-1.096,-0.07,0.031,,,,,
-0.947,-0.033,0.15,,,,,
-1.012,0.029,0.178,,,,,
-1.1,0.047,0.145,,,,,
-0.818,0.111,0.139,,,,,
-1.025,0.039,0.188,,,,,
-1.031,0.033,0.064,,,,,
-0.865,0.029,0.215,,,,,
-0.9,-0.055,-0.182,,,,,
-0.867,-0.037,0.234,,,,,
-0.834,-0.004,-0.045,,,,,
-1.057,0.025,0.191,,,,,
-0.891,0.166,0.127,,,,,
-1.135,0.113,0.248,,,,,
-1.121,0.121,0.373,,,,,
-0.812,0.111,-0.041,5335,44.1,30.1,595370,2
-1.15,-0.018,0.309,,,,,
-0.908,0.109,-0.107,,,,,
-1.113,0.055,0.025,,,,,
-1.061,0.076,0.154,,,,,
-0.787,0.078,-0.148,,,,,
-1.133,0.049,0.262,,,,,
-0.953,0.164,-0.039,,,,,
-1.057,-0.018,0.236,,,,,
-0.982,0.045,0.016,,,,,
-1.043,0.037,0.059,,,,,
-1.1,-0.125,0.195,,,,,
-1.057,-0.02,-0.006,,,,,
-1.104,-0.111,0.201,,,,,
-1.008,-0.008,-0.039,,,,,
-1.07,0.02,0.234,,,,,
-1.078,0.004,0,,,,,
-1.014,-0.047,0.297,,,,,
-1.15,0.023,0.137,5335,44.1,30.1,595546,2
-0.99,0.061,0.154,,,,,
-0.873,0.006,0.184,,,,,
-0.945,-0.094,-0.105,,,,,
-0.752,-0.064,-0.076,,,,,
-1.102,-0.012,0.148,,,,,
-1.018,0.135,0.273,,,,,
-1.201,0.068,0.279,,,,,
-0.807,0.045,-0.053,,,,,
-0.812,-0.029,-0.062,,,,,
-0.975,0.053,0.156,,,,,
-1.037,0.162,0.184,,,,,
-1.068,0.111,0.455,,,,,
-0.887,0.096,-0.057,,,,,
-0.922,0.049,0.008,,,,,
-0.898,0.092,-0.213,,,,,
-1.139,0.066,0.189,,,,,
-1.133,0.041,0.262,,,,,
-1.047,0.027,-0.01,5335,44.1,30.1,595721,2
-0.893,-0.025,0.115,,,,,
-0.885,0.102,-0.18,,,,,
-0.963,0.053,0.111,,,,,
-1.201,0.057,0.209,,,,,
-0.969,-0.02,0.102,,,,,
-0.979,-0.01,0.195,,,,,
-0.844,0.043,-0.191,,,,,
-1.031,0.049,0.371,,,,,
-0.941,0.041,-0.215,,,,,
-0.877,-0.047,0.287,,,,,
-0.91,0.113,-0.137,,,,,
-0.996,0.115,0.35,,,,,
-1.012,0.131,0.043,,,,,
-0.92,0.02,0.16,,,,,
-0.939,0.016,0.123,,,,,
-0.961,0.025,-0.053,,,,,
-0.992,0.068,0.133,,,,,
-1.213,-0.004,0.189,5335,44.1,30.1,595897,2
-1.096,0.023,0.332,,,,,
-0.908,0.148,-0.035,,,,,
-0.791,0.021,-0.023,,,,,
-1.025,0.084,0.025,,,,,
-1.15,0.07,0.158,,,,,
-0.93,-0.033,0.137,,,,,
-0.867,0.061,-0.029,,,,,
-0.74,-0.021,0.102,,,,,
-1,0.035,0.09,,,,,
-0.889,-0.014,0.086,,,,,
-0.879,0.025,-0.039,,,,,
-0.805,0.023,0.018,,,,,
-0.99,0.057,-0.051,,,,,
-0.98,0.057,0.119,,,,,
-0.824,0.053,-0.262,,,,,
-0.953,-0.059,0.043,,,,,
-0.734,0.041,-0.053,,,,,
-0.957,0.145,0.115,5335,44.1,30.1,596073,2
-1.049,0.082,0.246,,,,,
-0.898,0.15,0.152,,,,,
-0.908,-0.02,-0.029,,,,,
-0.934,0.035,0.002,,,,,
-1.043,0.049,0.127,,,,,
-1.24,0.057,0.422,,,,,
-0.994,-0.043,0.094,,,,,
-0.959,-0.029,0.193,,,,,
-1.082,0.002,-0.002,,,,,
-1.053,0.027,0.123,,,,,
-1.1,0.084,-0.01,,,,,
-1.053,0.053,0.09,,,,,
-1.281,0.074,0.283,,,,,
-0.99,-0.031,0.064,,,,,
-1.191,-0.021,0.365,,,,,
-0.951,0.062,-0.029,,,,,
-1.121,-0.086,0.404,,,,,
-1.082,0.014,0.07,5335,44.1,30.1,596249,2
-0.939,0.02,0.033,,,,,
-1.066,-0.033,0.062,,,,,
-0.889,0.053,-0.082,,,,,
-1.27,0.143,0.195,,,,,
-0.889,0.088,-0.004,,,,,
-0.955,0.09,0.211,,,,,
-0.852,-0.037,-0.037,,,,,
-0.846,-0.006,-0.152,,,,,
-0.902,-0.082,-0.082,,,,,
-0.898,-0.051,-0.047,,,,,
-1.023,0.045,0.113,,,,,
-0.883,-0.096,0.119,,,,,
-1.123,0.141,0.098,,,,,
-0.861,-0.016,0.045,,,,,
-1.133,0.068,0.217,,,,,
-1.059,-0.016,0.012,,,,,
-1.143,0.072,0.117,,,,,
-0.959,0.092,-0.207,5335,44.1,30.1,596425,2
-1.236,0.047,0.307,,,,,
-0.789,0.053,-0.266,,,,,
-0.955,-0.006,0.184,,,,,
-0.91,0.051,-0.111,,,,,
-0.889,-0.002,0.148,,,,,
